,name,grape,region,variety,rating,notes
696,Lewelling Cabernet Sauvignon 2001,,"St. Helena, Napa Valley, California",Red Wine,93.0,"Intense black cherry, plum, and berry aromas intermingled with notes of anise, pain grille, and cedar. Rich cherry, red plum and raspberry flavors; white pepper, tobacco, and allspice; full-bodied with sweet, chewy tannins, balanced ripeness and fresh acidity."
697,Lewelling Cabernet Sauvignon 2006,,"St. Helena, Napa Valley, California",Red Wine,93.0,"An enticing mix of sweet black cherry, chocolate, and tobacco aromas. A blend of bramble berry and black cherry fruit mixed with exotic spice, earth, and tobacco flavors, backed by substantial, velvety tannins, marvelous texture and a lengthy finish. "
698,Lewelling Cabernet Sauvignon 2007,,"St. Helena, Napa Valley, California",Red Wine,95.0,"Intense black cherry, plum, and berry aromas intermingled with notes of anise, pain grille, and cedar. Rich cherry, red plum and raspberry flavors; white pepper, tobacco, and allspice; full-bodied with sweet, chewy tannins, balanced ripeness and fresh acidity."
699,Lewelling Cabernet Sauvignon 2009,,"St. Helena, Napa Valley, California",Red Wine,93.0,"Red cherry, plum and brambleberry aromas with hints of cedar and chocolate. Vibrant blackberry, plum and tart cherry fruit intermingled with allspice, white pepper and vanilla on the palate with polished tannins and a long finish."
700,Lewelling Cabernet Sauvignon 2010,,"St. Helena, Napa Valley, California",Red Wine,92.0,"An enticing mix of sweet black cherry, currant, dark cocoa, and toasty oak aromas. A blend of blackberry and black cherry fruit mixed with cassis, mineral, espresso and tobacco flavors; round, chewy tannins, marvellous texture and a lengthy finish."
701,Lewelling Cabernet Sauvignon 2012,,"St. Helena, Napa Valley, California",Red Wine,92.0,"Aromas of Bing cherry, currant and blackberry fruit, cocoa, vanilla, and baking spices. Intense blackberry, cassis, plum, and cherry flavors;coffee, anise and mineral; full-bodied, with fresh acidity,sweet, silky tannins and a rich mouth-feel."
702,Lewelling Wight Vineyard Cabernet Sauvignon 2003,,"Napa Valley, California",Red Wine,94.0,"The bouquet is blackberry, black currant, roasted coffee, vanilla and exotic spice aromas.  The flavor is rich black cherry and currant, licorice, mineral and expresso flavors; superb body and complexity coupled with balanced ripeness and fresh acidity; polished but firm tannins, layered richness and a long finish."
703,Lewelling Wight Vineyard Cabernet Sauvignon 2005,,"Napa Valley, California",Red Wine,94.0,"Bouquet: opulent aromas of black currant, blackberry, cherry, vanilla, and sweet toasty oak with a hint of anise."
704,Lewelling Wight Vineyard Cabernet Sauvignon 2006,,"St. Helena, Napa Valley, California",Red Wine,94.0,"Sumptuous aromas of rich dark berries, vanilla, and sweet smoke Flavors are sweet black cherry and blackberry flavors mingled with tobacco, mineral and wood smoke; bold, substantial tannins, mouthfilling richness, layered complexity, and a strong finish. "
705,Lewelling Wight Vineyard Cabernet Sauvignon 2009,,"St. Helena, Napa Valley, California",Red Wine,95.0,"Bouquet of enticing raspberry, cassis, and red plum aromas mixed with notes of chocolate and toasty oak. Flavors are rich blueberry, Bing cherry, and red raspberry flavors are also mingled with woodsmoke, earth, and spice; mouthfilling, velvety tannins and a complex, lingering finish."
706,Lewelling Wight Vineyard Cabernet Sauvignon 2008,,"Napa Valley, California",Red Wine,98.0,"Sumptuous aromas of blackberry, cassis, Bing cherry and spice mixed with highlights of tobacco, cedar, vanilla and anise. Concentrated black plum, black cherry, and cassis flavors; allspice, dark cocoa, juniper and sweet smoke; exceptional depth and complexity; multi-layered richness; mouthfilling, velvety tannins and a lingering finish."
707,Lewelling Wight Vineyard Cabernet Sauvignon 2007,,"St. Helena, Napa Valley, California",Red Wine,98.0,"An enticing mix of black fruit, tobacco and toasty oak aromas mingled with highlights of vanilla, cedar and licorice.  Concentrated black cherry, cassis, blueberry pie and espresso flavors; sweet smoke, anise and cedar; mouth-filling complexity and layered richness; dense but polished tannins and a very long finish."
708,Lewelling Wight Vineyard Cabernet Sauvignon 2010,,"St. Helena, Napa Valley, California",Red Wine,94.0,"Sumptuous aromas of rich dark berries, cassis, vanilla, and sweet smoke. Bing cherry, blackcurrant and blackberry flavors mingled with spice box, mineral and dark cocoa; velvety tannins, mouthfilling richness, layered complexity, and a lingering finish."
709,Lewis Cellars Alec's Blend Red 2002,,"Napa Valley, California",Red Wine,96.0,Number 12 on
710,Lewis Cellars Alec's Blend Red 2003,,"Napa Valley, California",Red Wine,91.0,"The formula for the 2002 Alec's Blend was so successful the winery again combined 60% Syrah, 30% Merlot, and 10% Cabernet Sauvignon to create this delicious wine, named after Dennis' first son. The wine is loaded with seductive oak spice, candle wax, and ripe black fruit. Hedonistic, rich, and complex, the wine has great mouth-feel with balance, depth, and a long, lingering finish."
711,Lewis Cellars Alec's Blend Red 2007,,"Napa Valley, California",Red Wine,92.0,"These days drifting the rear wheel of his 4-stroke bike on a dirt oval is Alec's idea of fun, while his 2007 vintage wine is a straight-line sprint to pleasure. 70% Syrah, 20% Cabernet Sauvignon and 10% Merlot, this is one sweet ride, loaded with wild blackberries and laced with mocha, cola, and vanilla oak spice. Super-smooth, plush and round, there's plenty of throttle too, with chocolaty tannins and just enough grip to keep the fun serious. 1,400 cases produced."
712,Lewis Cellars Alec's Blend Red 2009,,"Napa Valley, California",Red Wine,94.0,"With Alec already starting high school it's feeling like life in the fast lane. Top Gear is actually his favorite TV show and this new blend of 80% Syrah, 17% Merlot and 3% Cabernet Sauvignon packs plenty of power and youthful pleasure. Sappy black cherry and blueberry fruits are injected with clove and vanilla oak spice plus traces of truffle and sandalwood. Lively off the line, the palate performs with all the complex componentry and smooth power of a 4-valve, liquid-cooled 4-stroke engine."
713,Lewis Cellars Alec's Blend Red 2005,,"Napa Valley, California",Red Wine,92.0,"Everyone agrees that Alec is one sweet kid, and his blend from the 2005 vintage is the wine equivalent of ""wild mountain blackberry"" –a favorite flavor ice cream from childhood. 70% Syrah and 30% Cabernet Sauvignon, the wine is opulent, ripe and seductive with cedar-laced oak spice aromas, coffee shadings and scoopfuls of juicy black fruit. The plush palate packs a chocolate truffle surprise with great length and soft, chewy tannins."
714,Lewis Cellars Alec's Blend Red 2010,,"Napa Valley, California",Red Wine,93.0,"All-mountain is Alec's favorite kind of cycling and it best describes this deliciously complex blend.  Heading up trail, the air is heavy with wild blueberry, violets, and oak forest aromas.  Dropping into descent, deep chutes of blue-black fruit consume a full 160mm of fork travel.  Picking up speed the palate turns lively and technical with youthful acidity and some tight twists through the trees.  Mocha and espresso bean flavors kick in just as you glide through the dust to a fine chocolaty finish. "
715,Lewis Cellars Alec's Blend Red 2014,,"Napa Valley, California",Red Wine,92.0,"With one year of college completed, Alec's wine is both boy and man in this boundary-pushing blend of Syrah 60%, Merlot 34% and Cabernet 6%. Asserting his independence through explosively ripe blackberry and huckleberry fruits, there's also kirsch-like cherry cola, spicy oak, supple tannin and a trace of s'mores that's closer to home. Tremendously youthful and seriously good fun, Alec's Blend remains a kid at heart."
716,Lewis Cellars Alec's Blend Red 2013,,"Napa Valley, California",Red Wine,94.0,"A blend of 60% Syrah, 22% Merlot and 18% Cabernet Sauvignon - a power trio of guitar, bass and drums that rocks harder than any vintage in recent memory. Super ripe blackberry, vanilla blueberry, mocha and oak spices gain presence and steadily push the volume past 10. Tons of ripe, hedonistic fruit brings big stage presence while handsomely hewn tannins add drive and keep this wall of sound distortion free."
717,Lewis Cellars Alec's Blend Red 2017,,"Napa Valley, California",Red Wine,92.0,"Complex and fruit-forward with opulent black cherry and a dash of sweet molasses. Sporting plush palate texture throughout, the wine finishes with delicious chocolatey tannins. "
718,Lewis Cellars Barcaglia Lane Chardonnay 2006,,"Russian River, Sonoma County, California",White Wine,90.0,"Our Barcaglia Lane Chardonnay is sourced from a single rolling vineyard in the Russian River Valley. Developed for us by the Dutton Family in 1998, the site consists of 3 sloping blocks planted to three different clones – 15, Dijon 95, and Old Wente – which yield increasingly distinctive and complex fruit characters. Tangerine, citrus and sandalwood spice aromas are overlaid with a hint of honey. The wine is anchored in fragrant citrus fruits and framed nicely with toasty oak and acidity that brings great balance, integration and length to the palate."
719,Lewis Cellars Barcaglia Lane Chardonnay 2008,,"Russian River, Sonoma County, California",White Wine,90.0,"Record low yields in 2008 slashed production by 40%, resulting in excellent fruit quality. Fragrant, ripe orange and vanilla are naturally appealing with notes of cinnamon, oak spice and piecrust. An orchard of core citrus fruits forms the supple and satisfying palate with lively acidity and an exotic, lingering finish."
720,Lewis Cellars Barcaglia Lane Chardonnay 2009,,"Russian River, Sonoma County, California",White Wine,91.0,"Like the Reserve Chardonnay, our Barcaglia Lane bottling receives four additional months of barrel aging on the lees resulting in broad texture and fine detail. It is sourced from a single rolling vineyard in the Russian River Valley, part of the famed Dutton Ranch. Planted for us in 1998, the site consists of 3 sloping blocks planted to three different clones. The wine is strikingly aromatic with ripened mandarin, blood orange and spiced apple fruits, shot through with honeysuckle and hazelnut spice. Voluptuously built with plenty of curves, the richly woven palate gives way to a lively citrus laced finish."
